Age,Gender,Location,Total_Spend,Company_Type,Avg_Visits_Per_Month,Last_Interaction_Days,Subscription_Type,Auto_Payment,Customer_Support_Calls,Complaints_Filed,Satisfaction_Score,Purchases_Per_Year,Days_Since_Last_Purchase,Churn_Label
38,0,2,128269.41879716085,0,8,207,2,0,6,3,4,18,118,1
40,0,2,138347.86711587966,0,16,283,0,0,2,1,6,66,199,1
44,0,2,137633.46728042755,0,9,139,1,0,0,3,8,39,149,1
64,1,7,4283.508226812754,1,6,232,0,0,1,0,4,50,216,1
42,0,2,103732.54320848304,0,24,259,1,1,0,0,1,46,243,1
51,1,4,7.798506566974389,0,17,178,1,1,6,1,2,58,160,1
42,0,3,140083.567663843,0,2,99,0,0,0,3,4,82,157,1
42,0,3,138829.02543960817,0,5,25,0,0,4,0,6,36,268,1
64,0,8,631.5690725531625,2,7,325,1,0,4,4,3,54,102,1
30,1,4,0.0,1,16,114,0,0,4,2,3,72,146,1
45,1,8,244.70058040066658,2,22,6,1,0,0,1,1,28,240,1
28,3,8,0.0,3,14,177,1,0,5,2,6,88,130,1
45,0,8,723.4666779640819,2,14,30,1,1,5,3,7,63,205,1
46,0,3,143837.75563527938,0,17,256,0,0,2,0,5,95,178,1
33,0,3,102255.10956860556,0,6,268,1,0,3,2,5,86,213,1
45,0,8,1458.2131883507043,2,9,215,2,0,3,2,3,40,299,1
44,1,6,2638.248506134702,1,17,294,0,0,1,4,2,62,10,1
45,0,8,74.47264352165094,2,25,311,1,0,3,2,6,8,102,1
65,0,8,174.87073814919012,2,10,98,2,1,5,2,1,76,336,1
43,0,3,106181.56947625458,0,10,80,1,1,6,1,2,34,245,1
32,2,7,0.0,2,16,236,1,1,5,0,7,91,245,1
28,1,6,3722.1935426778246,1,24,232,1,0,5,0,3,61,114,1
40,0,4,172471.97868016575,0,15,230,1,0,6,0,6,85,183,1
46,0,4,62380.83878820149,0,3,319,1,0,4,1,8,37,124,1
45,0,8,215.96500482318444,2,13,293,1,0,2,0,3,58,37,1
42,0,2,0.0,0,19,110,1,0,3,2,7,63,292,1
36,2,7,0.0,2,16,172,0,0,6,1,1,44,293,1
45,0,8,704.5478664521188,2,26,208,2,1,3,3,2,27,120,1
54,0,2,140460.9241178678,0,27,140,0,0,7,2,8,91,262,1
40,2,8,9.303872959436529,2,16,355,2,0,2,2,3,84,250,1
65,0,8,611.9507262755483,2,7,74,0,0,4,2,2,70,303,1
45,0,8,2710.3517399367774,2,19,161,1,0,6,2,4,45,275,1
36,0,2,0.0,0,7,344,0,0,0,1,2,58,331,1
45,0,8,170.95829062478703,2,21,271,1,0,2,0,7,5,224,1
41,0,3,163668.3026421782,0,17,258,1,0,4,2,4,19,187,1
65,0,8,501.44960517155164,2,11,35,2,0,5,2,4,61,332,1
45,0,8,487.7429494276358,2,12,240,1,1,1,2,1,33,197,1
52,0,2,0.0,0,5,228,1,0,7,1,5,73,91,1
37,1,2,0.0,0,12,149,0,1,2,3,2,28,160,1
45,1,8,351.4500713285215,2,10,324,0,1,5,1,4,75,168,1
41,0,7,4807.915958966541,1,21,181,0,0,6,0,5,48,268,1
45,0,8,5173.972238687217,2,7,100,1,0,6,4,6,33,210,1
43,0,6,4419.178127876888,1,8,133,1,1,7,0,2,90,328,1
37,1,5,0.0,0,9,348,0,0,0,2,4,79,12,1
39,0,3,111324.27249585322,0,9,246,0,0,1,2,1,4,69,1
45,0,3,130818.73222251887,0,25,24,1,1,7,2,4,5,76,1
45,0,8,800.3100927627233,2,18,36,1,0,3,1,8,45,285,1
44,0,2,139707.7309369636,0,8,268,1,1,7,0,7,42,167,1
44,0,5,0.0,0,26,334,1,0,3,0,7,80,162,1
45,1,8,79.71328975699224,2,6,167,1,0,3,2,4,31,103,1
45,1,8,164.54242649476313,2,19,252,0,0,5,1,3,50,171,1
38,0,3,124631.27118507933,0,22,337,0,0,7,2,5,22,184,1
59,0,2,105752.34600596524,0,16,261,0,0,4,2,3,38,264,1
38,1,2,152695.3666835631,0,23,271,1,0,1,2,4,56,323,1
63,0,8,795.1559401106944,2,21,96,2,1,6,4,8,68,324,1
42,1,3,4085.161596541423,1,11,282,2,0,7,2,4,23,149,1
45,0,8,3494.7033164811623,2,10,279,0,1,6,0,3,45,234,1
32,1,6,0.0,1,14,316,1,0,1,3,6,21,319,1
45,0,8,4136.483405100072,2,7,214,0,1,6,0,7,37,238,1
45,0,8,932.9249196549486,2,7,22,0,0,3,0,6,53,106,1
33,0,2,116800.2778745919,0,20,246,0,0,3,2,4,10,333,1
49,0,8,71.57830229452891,2,10,6,1,0,1,3,3,66,178,1
45,0,8,64.79637246605925,2,13,34,0,0,2,1,7,25,285,1
45,0,8,1975.6089326374492,2,26,169,0,0,0,2,1,34,75,1
50,0,8,805.524903479477,2,14,56,2,1,1,4,4,31,322,1
51,1,8,818.5159164486714,2,3,190,0,1,4,1,3,55,285,1
47,0,2,167623.5364818226,0,12,276,1,0,3,0,2,65,177,1
44,0,4,95943.53337021588,0,19,300,1,0,3,3,5,35,190,1
53,0,3,149321.44669395976,0,10,312,1,0,6,0,4,90,209,1
40,1,3,115325.13192773418,0,9,138,0,1,2,0,2,51,21,1
44,0,2,0.0,0,4,215,0,1,3,3,7,66,133,1
45,0,8,1455.8930551195085,2,18,208,0,0,3,2,6,71,76,1
42,1,8,21.220027303744406,2,17,87,2,0,2,2,6,14,78,1
45,1,8,1722.4777695243747,2,10,96,0,0,5,0,7,84,152,1
52,0,3,161654.51880654882,0,11,63,0,0,3,1,3,60,77,1
41,0,2,104579.39464209207,0,12,286,1,0,4,2,6,61,220,1
45,0,3,0.0,0,18,180,1,1,5,1,4,76,228,1
43,0,2,93034.6880896734,0,22,242,1,0,4,0,4,36,257,1
51,0,7,2462.9580033983243,1,14,67,0,1,3,1,2,38,229,1
64,0,8,237.28859001340584,2,26,151,0,0,3,1,4,50,276,1
45,0,7,4403.6613615269525,1,14,67,1,0,8,2,3,72,322,1
56,0,3,93710.32267845114,0,24,88,2,0,6,3,2,54,79,1
60,1,4,0.0,0,11,171,0,0,4,2,5,71,233,1
50,0,2,143135.52566183673,0,17,185,1,1,2,4,1,26,48,1
22,1,6,4725.52098299844,1,17,201,0,0,6,0,6,87,263,1
46,0,3,0.0,0,8,119,0,0,5,4,4,16,164,1
45,0,8,80.08809598024558,2,6,77,0,0,5,3,4,71,110,1
60,0,8,755.0755279398244,2,20,249,0,1,7,1,8,77,270,1
45,0,4,174070.032304335,0,1,71,0,0,3,1,2,92,206,1
45,0,8,5765.937644501274,2,13,241,1,0,2,0,2,43,319,1
42,0,3,86703.081849571,0,3,253,1,1,4,1,7,82,140,1
47,0,8,211.81087977975946,2,26,136,1,0,3,1,2,76,169,1
45,0,8,2149.587607166956,2,17,190,0,0,1,2,2,47,161,1
45,0,8,323.48981503396834,2,22,104,0,0,4,2,2,50,95,1
58,0,6,15.959987117559246,1,24,188,2,0,0,2,6,37,23,1
45,0,8,293.51184992366325,2,21,90,1,0,4,0,2,56,84,1
38,1,4,0.0,1,9,234,2,0,3,2,6,24,328,1
56,0,2,117749.63928668466,0,17,328,0,0,7,3,8,78,176,1
44,0,5,89139.98447268379,0,12,276,0,0,3,2,7,20,106,1
44,0,5,129909.30961309515,0,11,273,1,0,4,2,2,39,287,1
45,0,2,105770.60604643708,0,24,265,0,0,5,3,5,33,317,1
45,0,8,251.2317591170334,2,11,114,1,1,6,1,6,33,47,1
50,0,3,108444.6215014074,0,14,78,0,0,4,0,6,49,52,1
41,2,6,0.0,2,5,305,1,0,6,2,4,46,13,1
45,1,8,445.69460097572545,2,10,265,1,1,2,0,6,62,101,1
37,0,2,0.0,0,15,41,0,0,3,2,5,11,86,1
37,0,2,158422.20661149238,0,7,359,0,1,2,2,8,21,171,1
27,0,2,129124.80244901162,0,19,197,0,0,8,1,4,38,339,1
53,0,8,1169.29669621822,2,17,250,2,0,2,0,4,43,356,1
50,0,8,76.95338380650831,2,19,342,2,0,1,0,2,67,86,1
45,0,8,323.7710238493931,2,12,259,1,0,7,3,7,65,27,1
65,0,8,1238.4583058594321,2,14,329,0,0,6,2,6,45,70,1
56,0,4,0.0,0,11,153,1,0,5,3,6,91,23,1
45,0,8,74.54669189263561,2,23,344,1,0,2,3,6,41,54,1
53,0,3,108782.37864754874,0,22,332,1,1,5,0,6,79,229,1
59,1,1,405.2337027226018,1,27,268,2,0,0,1,7,68,18,1
46,0,7,1103.1022221876733,1,2,59,2,0,2,3,4,78,18,1
45,1,8,1175.905811560289,2,15,59,1,0,7,1,6,43,207,1
45,0,8,193.16324219419073,2,14,309,1,1,4,1,4,76,25,1
65,0,8,5417.846115865061,2,7,350,1,0,3,2,5,31,322,1
59,0,2,117738.70170282394,0,17,342,0,0,6,3,8,85,152,1
51,1,2,76866.9736245014,0,7,306,0,0,4,3,4,68,173,1
45,1,8,1914.8741806883254,2,13,72,0,1,2,2,5,4,89,1
26,1,2,130019.14082703566,0,7,271,1,1,0,3,2,62,220,1
43,1,3,143378.5306758907,0,22,152,0,0,0,2,7,11,266,1
36,1,2,0.0,0,21,164,0,0,5,1,4,28,223,1
45,0,8,71.72119319627919,2,22,146,0,0,6,2,3,56,130,1
45,1,8,6253.429510954728,2,18,206,0,0,8,2,5,7,353,1
38,0,5,0.0,0,19,331,0,0,1,1,6,62,348,1
48,0,2,191256.66491040727,0,28,11,1,0,4,2,1,75,175,1
65,0,8,1457.9995001765526,2,21,326,0,0,7,3,1,87,125,1
39,0,2,0.0,0,25,131,0,1,0,0,9,83,269,1
43,0,3,117377.82978590023,0,21,346,0,0,1,1,6,53,237,1
58,0,3,0.0,0,10,123,0,0,5,3,3,11,179,1
35,2,8,5.5177474180477315,2,9,91,1,0,1,3,4,32,138,1
42,1,4,4829.936412601303,1,19,96,0,0,4,0,3,71,21,1
45,1,8,6927.946882482393,2,11,180,0,0,7,2,6,28,277,1
45,0,8,90.9564878884949,2,1,363,0,0,1,4,5,96,11,1
45,1,8,330.42759282237614,2,19,160,2,0,6,1,3,63,201,1
46,0,7,887.1908061324239,1,5,303,0,0,3,3,3,40,78,1
44,0,7,4406.974017591912,1,12,94,1,1,8,1,3,80,327,1
45,0,8,165.4993643494032,2,18,181,0,0,1,3,7,74,91,1
45,1,8,2577.7719933566236,2,26,44,0,0,2,3,1,66,136,1
56,0,8,1715.1905068229926,2,12,207,0,0,7,0,4,57,96,1
48,0,4,123093.82567409442,0,15,241,1,0,5,3,2,5,59,1
59,0,8,4157.9035179083085,2,15,121,0,0,1,2,5,16,327,1
45,0,8,202.24193528371362,2,17,212,2,1,6,1,2,25,31,1
43,0,3,0.0,0,19,136,1,1,3,0,7,65,334,1
45,0,8,6611.136721284428,2,8,243,0,0,8,1,4,66,252,1
58,0,8,1023.0810643449292,2,18,24,1,0,3,2,6,21,201,1
49,1,5,4461.879346361675,1,13,139,1,1,6,2,5,89,183,1
50,0,3,95302.45121612726,0,12,214,1,0,0,1,1,66,73,1
47,0,3,108795.33846392237,0,21,334,1,0,6,0,5,87,213,1
45,0,8,1312.5309178206091,2,10,137,1,0,3,0,4,16,177,1
35,0,3,137852.15105547363,0,2,85,0,0,3,4,9,20,137,1
51,0,0,3696.314126699887,1,6,269,2,0,2,3,5,26,76,1
36,0,2,206283.4226852816,0,3,237,1,0,2,2,5,2,256,1
44,1,4,2593.3494241012113,1,4,270,0,0,1,1,4,65,302,1
63,0,8,1975.5474285368243,2,2,215,2,1,4,1,1,7,304,1
37,0,4,0.0,0,20,180,1,0,5,2,6,10,19,1
38,0,2,144647.62672851275,0,21,295,0,0,4,0,4,9,243,1
45,0,8,326.74514188873036,2,13,92,0,0,6,2,4,71,95,1
45,0,8,1076.1820205665217,2,27,11,1,0,5,1,1,3,208,1
42,0,4,0.0,0,24,201,1,1,3,3,8,91,220,1
36,2,6,0.0,2,24,54,1,0,5,3,3,81,35,1
48,0,8,236.63573071484643,2,17,40,0,0,7,2,1,43,8,1
45,0,8,96.93555081744792,2,19,165,1,0,4,2,6,15,116,1
51,0,5,146167.82700318634,0,10,117,0,1,2,1,5,47,68,1
42,0,2,0.0,0,14,330,0,1,8,3,2,79,60,1
45,1,3,99561.65956080257,0,21,56,0,0,2,0,7,35,224,1
45,1,8,90.42358588418494,2,12,168,0,1,1,2,7,44,350,1
29,3,8,0.0,3,16,106,1,1,7,1,7,15,208,1
45,0,8,323.1267053406748,2,4,163,1,0,4,1,2,14,297,1
44,0,3,152083.98789617373,0,3,198,1,1,6,1,6,9,285,1
61,0,8,4865.976209060965,2,13,148,0,1,1,0,4,87,352,1
49,0,2,0.0,0,12,305,0,0,3,1,3,51,51,1
70,0,2,170245.11203181188,0,6,300,0,0,7,0,5,27,126,1
47,0,2,89998.57821804908,0,3,14,1,0,6,0,4,71,235,1
57,1,3,134297.77236262587,0,20,96,0,0,4,1,6,22,225,1
57,0,8,1435.9221729558758,2,23,86,0,0,6,1,3,58,234,1
64,0,8,84.81001231953717,2,8,344,1,0,7,3,8,83,41,1
49,1,5,4460.7862072618245,1,13,139,1,1,6,2,5,89,183,1
45,0,8,93.55500125493741,2,13,339,1,1,8,2,5,61,40,1
29,0,2,0.0,0,23,312,0,1,3,2,5,56,46,1
45,0,8,554.9658209437379,2,20,103,1,1,6,1,6,23,215,1
41,0,3,139926.0609370318,0,5,172,1,1,3,0,7,55,54,1
34,0,2,88811.02747445808,0,11,66,1,1,1,1,5,43,4,1
45,0,8,1582.9044485428185,2,7,216,0,0,2,0,3,90,240,1
54,1,7,863.3492792883274,1,15,296,0,0,4,4,3,28,200,1
37,0,2,0.0,0,23,8,0,1,5,3,4,49,285,1
38,0,3,128031.13940517468,0,23,255,2,0,6,3,7,49,272,1
51,0,2,0.0,0,13,66,1,0,3,0,7,30,320,1
47,1,3,132401.98218419228,0,15,186,0,1,1,3,8,86,155,1
50,1,3,42451.25378923195,0,12,199,0,1,6,3,6,64,93,1
46,1,2,2342.7625675973272,1,14,51,1,1,8,0,5,15,262,1
46,0,4,116401.93456808329,0,8,275,0,0,2,3,2,25,144,1
46,1,2,130689.34935913235,0,26,6,1,0,2,1,2,71,187,1
41,0,3,138592.06054945374,0,7,202,1,0,4,1,3,80,32,1
45,0,8,58.348593010968,2,19,240,0,0,4,2,3,13,56,1
60,1,0,356.0890580436089,1,8,128,0,0,7,1,7,6,334,1
46,0,4,127658.32034461992,0,16,286,0,0,1,3,3,41,158,1
44,0,7,568.4121215430812,1,2,72,0,0,8,1,5,13,276,1
53,0,5,1639.6823448621742,1,13,66,1,0,0,2,2,50,181,1
45,0,8,2409.2921108882497,2,13,300,1,0,6,1,5,16,220,1
45,0,8,531.3592707097968,2,6,59,1,1,4,3,5,81,147,1
48,0,8,2597.152967885943,2,14,16,1,0,5,0,3,28,215,1
46,0,2,162643.3333532204,0,5,137,0,0,2,3,7,24,72,1
45,0,8,363.05845047961304,2,16,130,0,0,7,3,1,45,125,1
64,1,4,137215.14188213806,0,16,328,0,0,4,3,3,58,167,1
62,0,8,3978.4481016746995,2,27,359,0,0,8,3,6,45,229,1
36,0,3,0.0,0,20,221,1,0,2,0,6,8,289,1
45,1,3,99366.1976832215,0,15,227,0,1,5,1,4,25,274,1
53,1,2,142206.80172242734,0,19,113,0,0,8,3,2,86,306,1
56,0,2,124071.18375726319,0,5,48,0,0,1,4,4,54,182,1
63,0,7,4687.252939300634,1,18,336,1,0,5,1,5,86,77,1
45,0,8,71.27274526685322,2,25,314,1,0,0,1,6,10,103,1
39,0,3,0.0,0,25,348,0,0,3,2,6,80,178,1
43,0,2,166546.90631576255,0,25,209,1,0,2,2,5,84,259,1
47,0,3,105683.58156989708,0,16,54,1,0,4,2,8,52,266,1
59,0,8,1367.0271907055112,2,13,184,1,0,6,3,5,65,69,1
47,1,2,165258.8200914114,0,26,131,1,1,1,1,5,21,290,1
35,1,6,841.8721944102645,1,9,169,0,0,4,2,3,32,282,1
65,0,8,308.2406352805708,2,15,107,1,1,3,1,8,66,296,1
52,1,8,54.67326316863018,2,22,289,2,0,4,2,6,75,320,1
38,1,3,116515.07263310456,0,14,201,1,0,7,3,3,72,242,1
47,0,3,0.0,0,7,245,1,0,4,2,3,60,88,1
46,0,4,0.0,0,4,347,2,0,4,1,2,79,308,1
45,0,8,530.4891339065116,2,5,125,0,0,5,2,6,18,91,1
32,3,8,0.0,3,20,69,2,1,7,2,5,91,28,1
35,1,4,3016.6298344718075,1,20,73,1,1,3,1,7,46,72,1
45,1,8,80.02869280159119,2,17,157,0,0,0,2,5,11,58,1
45,0,8,5104.925112225271,2,14,122,1,0,6,2,3,45,131,1
49,0,6,2008.3403898986069,1,11,252,2,0,1,0,4,64,47,1
65,0,8,2659.76090209102,2,24,237,0,0,4,2,6,81,76,1
45,0,8,300.71310717510045,2,16,267,0,0,5,2,3,16,86,1
54,0,4,140288.34907196477,0,13,223,1,0,1,3,6,70,39,1
42,0,3,135509.51487428197,0,8,128,1,1,3,1,8,67,49,1
39,0,5,3124.728199685522,1,14,274,0,1,2,1,6,55,223,1
33,0,4,0.0,0,24,340,1,1,6,1,3,84,170,1
38,0,4,105479.7458523454,0,13,196,1,0,2,2,2,28,286,1
62,1,3,104491.41113316533,0,23,97,1,0,4,0,4,23,241,1
39,0,6,18.192211460005428,1,25,146,1,0,1,1,6,29,229,1
45,1,7,4132.179771119925,1,26,287,2,0,3,3,6,58,119,1
53,0,4,10.755236442661342,0,5,208,1,0,8,3,3,49,90,1
42,1,6,2439.9622189289457,1,17,85,0,0,8,2,4,77,24,1
36,1,2,82380.00163993468,0,28,140,0,0,4,2,8,63,29,1
42,0,7,1294.3783370792457,1,10,267,1,0,6,0,4,59,167,1
43,0,5,0.0,0,19,243,0,0,6,1,7,86,299,1
37,0,2,0.0,0,11,143,0,0,7,2,1,24,111,1
45,0,8,3025.530377058579,2,20,47,0,0,3,3,7,48,227,1
45,0,8,2099.3553421058255,2,20,156,1,0,2,1,7,35,264,1
32,0,6,2682.968880839752,1,9,72,1,0,9,1,4,23,5,1
48,0,3,0.0,0,14,83,0,1,6,2,4,56,199,1
33,0,3,3098.9902274859887,1,11,213,1,0,0,1,3,56,336,1
45,0,8,1773.4931839608864,2,10,192,0,0,3,0,5,81,5,1
49,0,4,110850.03705560326,0,5,218,0,0,1,2,3,79,186,1
47,0,4,116082.34602291156,0,21,48,0,0,2,0,4,47,106,1
54,0,3,163296.97744308432,0,15,212,2,1,4,1,9,24,107,1
48,0,8,7002.6633402184525,2,8,258,1,0,6,2,6,69,270,1
49,1,8,5611.873679254496,2,23,331,1,0,6,3,5,80,173,1
63,0,5,4622.811134852562,1,15,53,0,0,2,1,4,43,194,1
50,0,2,519.4865618335374,1,18,88,1,1,2,3,5,39,241,1
45,1,8,322.5267308187947,2,6,211,1,0,7,2,2,45,239,1
41,1,2,102865.83993612426,0,7,44,1,0,4,1,4,41,138,1
45,1,3,119874.17639659188,0,4,97,0,1,2,3,7,38,42,1
40,0,2,137886.79950910373,0,25,97,0,0,2,2,6,13,193,1
48,0,2,168254.453123517,0,28,211,1,0,5,1,6,69,143,1
34,0,3,113645.33484380439,0,23,59,1,0,4,2,5,75,150,1
65,0,8,5535.216445181479,2,18,89,0,0,6,3,3,39,305,1
63,0,2,135852.69890763407,0,21,278,1,0,5,1,8,58,208,1
58,0,2,55370.74390137677,0,13,258,1,0,8,1,4,18,261,1
45,1,8,63.90971513896411,2,21,159,1,0,4,0,3,77,49,1
45,0,8,35.625265048977504,2,25,185,0,0,1,2,7,43,248,1
45,1,8,2577.221832592478,2,17,59,0,1,0,2,6,19,69,1
43,0,2,0.0,0,5,214,0,1,4,3,7,65,134,1
37,0,2,108306.5785091496,0,18,139,0,1,5,2,2,69,50,1
37,0,3,140365.30540500744,0,19,111,1,1,5,2,2,47,190,1
59,0,3,148294.52105054556,0,10,79,0,0,4,2,2,38,36,1
51,0,5,218501.71772151583,0,27,260,1,0,2,1,6,83,91,1
48,1,2,105788.48209481902,0,10,281,2,0,6,1,4,70,222,1
46,0,3,0.0,0,21,247,0,0,5,0,6,85,283,1
45,1,8,630.981657104232,2,2,333,1,0,6,4,2,60,108,1
45,0,8,216.6410250473132,2,12,140,1,0,8,0,2,49,346,1
48,0,2,147085.5724584853,0,17,195,1,1,6,0,6,31,339,1
45,0,8,5786.082570526715,2,15,228,1,0,2,0,2,47,315,1
27,3,8,0.0,3,20,13,2,0,2,2,6,95,71,1
45,0,8,5920.363493829713,2,18,73,0,0,8,3,7,48,258,1
59,1,8,67.68462362239173,2,7,152,1,0,2,0,6,69,60,1
59,0,8,4327.672416286154,2,16,10,0,1,8,2,2,21,135,1
45,0,8,3188.4337002331395,2,11,122,2,1,0,0,7,48,25,1
45,1,8,514.5907654140844,2,13,156,0,0,4,3,4,20,96,1
40,0,2,0.0,0,4,101,0,0,8,0,8,73,126,1
46,1,5,0.0,0,23,65,1,0,6,1,4,80,282,1
45,0,8,248.92076375217772,2,7,344,2,0,3,3,2,88,279,1
45,0,8,823.2387466862866,2,11,318,1,0,5,4,4,15,329,1
50,0,8,4510.543624307882,2,15,107,0,0,5,3,5,55,143,1
62,0,8,342.97882774747586,2,25,269,0,0,5,1,3,51,10,1
65,1,8,7556.520705268134,2,15,233,0,0,4,1,3,58,254,1
45,0,8,76.25156286093987,2,17,351,1,0,6,1,6,36,155,1
46,0,3,6.241915567189588,0,15,287,0,0,8,2,6,72,288,1
49,1,2,0.0,0,9,217,0,0,4,1,6,80,350,1
31,0,3,102102.88337045598,0,26,197,1,0,6,0,4,66,287,1
45,1,8,22.05590697309608,2,15,316,0,0,0,1,8,60,147,1
53,0,8,5135.448751520919,2,8,167,2,0,5,2,3,27,147,1
53,0,2,0.0,0,19,49,1,0,1,2,2,61,305,1
45,0,8,173.24822813210585,2,9,18,2,0,6,1,2,38,184,1
47,0,3,100895.50758099285,0,6,149,0,0,3,2,2,46,266,1
42,0,4,0.0,0,25,145,1,0,3,2,5,94,267,1
55,1,8,4212.979402492773,2,15,222,1,0,6,1,3,23,360,1
45,1,8,387.62108174861146,2,28,237,0,1,3,1,1,90,91,1
52,0,2,170285.27576137194,0,1,144,1,1,6,2,2,67,338,1
38,0,3,118981.00500130611,0,7,129,1,1,9,3,7,18,246,1
65,1,8,4279.9719772238295,2,7,246,0,0,1,0,3,51,228,1
56,0,3,131909.79112145107,0,16,132,1,0,6,1,5,49,211,1
45,0,8,638.2515445163425,2,8,319,0,0,8,3,1,40,125,1
46,1,3,108859.98345531928,0,5,102,1,0,0,2,5,76,328,1
45,0,8,702.2408285552704,2,26,210,2,1,3,3,2,30,120,1
45,1,8,8051.599245523963,2,7,119,0,0,6,0,2,86,169,1
65,0,8,3734.840164201677,2,19,61,0,0,4,1,1,62,125,1
41,0,4,142819.1862384142,0,5,186,1,0,2,2,5,59,297,1
53,0,8,22.14845283956259,2,11,238,2,0,5,1,2,83,129,1
61,1,7,1238.7577226322098,1,14,161,0,0,3,2,3,93,270,1
45,0,8,133.70869229660852,2,18,117,0,0,2,3,5,6,124,1
43,2,7,0.0,2,22,348,1,0,2,2,2,40,193,1
29,2,7,0.0,2,8,10,0,0,3,1,7,23,189,1
57,0,8,71.84924822446906,2,18,192,1,0,4,0,2,24,33,1
45,0,8,44.40264108588504,2,21,289,1,1,2,3,4,81,312,1
37,0,4,130895.91709712664,0,19,16,1,1,7,2,7,68,188,1
48,0,2,128787.0259576483,0,13,236,0,0,4,2,4,56,238,1
45,0,8,83.19674835317316,2,20,146,1,0,7,4,7,24,111,1
27,0,1,4786.553130365035,1,19,25,1,0,3,0,5,42,13,1
37,0,2,92181.16873686312,0,13,166,1,1,1,1,2,64,356,1
47,0,3,110023.60145080143,0,21,70,0,1,8,2,7,28,235,1
38,1,5,0.0,1,20,329,0,0,3,3,3,92,286,1
47,0,2,132568.9044128823,0,10,201,1,0,4,4,7,79,287,1
34,2,6,0.0,2,22,101,0,0,4,2,3,24,289,1
38,0,3,141643.98100111104,0,16,212,1,0,3,4,2,51,162,1
33,1,1,4207.267050077325,1,7,291,1,1,3,3,2,24,133,1
51,0,8,541.2898347384921,2,15,186,2,0,2,2,5,24,29,1
51,0,5,0.0,0,12,245,1,0,7,3,5,58,91,1
45,1,3,121575.7746604084,0,16,38,1,0,2,2,2,55,70,1
61,0,8,495.24853531711574,2,12,39,1,0,5,2,4,65,339,1
49,0,8,221.17846321864533,2,14,306,1,1,4,4,4,42,143,1
45,1,7,263.6703577704407,1,8,26,1,0,6,1,6,4,210,1
46,1,3,126055.4924337969,0,6,21,1,0,7,1,2,37,280,1
42,1,4,194820.85527519268,0,26,349,1,1,3,1,2,84,321,1
46,0,8,5451.128943602034,2,12,325,1,0,1,3,3,8,16,1
46,0,3,387.15260472272365,1,10,196,0,0,5,1,5,35,292,1
31,0,3,109047.80659913999,0,18,302,1,0,7,0,7,82,336,1
58,0,8,7437.053364093216,2,10,28,0,0,1,2,6,21,277,1
48,0,5,83201.45965662386,0,7,242,1,0,1,0,1,55,170,1
50,0,8,782.6476791726626,2,17,55,2,1,5,1,9,50,298,1
67,0,2,114905.39837752806,0,11,323,0,0,3,2,4,63,102,1
65,1,8,909.4223078977166,2,23,211,1,0,5,2,4,41,189,1
41,1,2,178009.70180786616,0,25,194,0,1,6,0,5,51,215,1
38,0,2,152146.62037628228,0,14,114,2,0,6,2,7,69,301,1
58,0,6,1978.522066003892,1,5,204,2,0,5,1,2,3,312,1
57,0,8,1436.7459662305257,2,18,359,1,1,4,0,4,34,167,1
42,0,3,64660.235214905,0,17,255,1,0,4,0,8,45,102,1
35,1,5,2022.5645533065006,1,21,298,1,0,5,1,5,52,280,1
44,0,5,89155.74245387985,0,6,342,0,0,4,2,7,27,176,1
57,1,8,886.8537737645828,2,17,207,0,0,5,3,4,26,62,1
49,1,4,79860.00169056251,0,25,136,1,0,4,0,9,66,88,1
46,0,4,0.0,0,8,118,0,0,5,4,5,17,164,1
55,1,5,0.0,0,16,315,0,0,6,1,5,36,45,1
34,0,3,117330.83619245185,0,14,217,1,0,4,2,5,45,119,1
53,0,4,105751.99518910963,0,19,146,1,0,1,2,8,39,270,1
45,0,8,5860.852928942231,2,15,97,0,0,0,3,4,46,63,1
45,0,8,2603.89802627635,2,11,188,0,0,5,2,7,33,34,1
47,0,1,3796.453412261571,1,21,248,1,1,3,1,6,14,270,1
38,1,5,0.0,1,12,270,1,0,6,3,4,31,43,1
48,0,2,117190.76230825664,0,3,35,1,0,2,1,6,61,323,1
40,0,2,150547.18003815805,0,16,121,0,0,7,2,7,83,256,1
45,0,8,646.7689560601257,2,4,325,0,0,8,3,1,40,117,1
34,2,7,0.0,2,22,286,1,0,3,1,2,29,42,1
45,1,8,165.83882030225652,2,20,21,0,1,7,1,4,56,252,1
35,0,4,118887.62187705739,0,12,43,1,0,8,1,2,27,172,1
56,0,2,131774.8593457934,0,13,297,2,0,1,2,5,73,56,1
59,0,8,4859.5148966440565,2,14,146,0,1,2,1,4,88,354,1
62,0,8,203.85377675970005,2,7,326,1,1,8,1,6,10,228,1
47,0,8,4773.973417895601,2,25,137,1,0,0,3,5,29,352,1
47,1,2,165424.69606885486,0,11,311,1,1,7,1,4,37,331,1
45,1,8,19.841233438458353,2,11,175,1,0,3,3,7,76,204,1
49,1,3,1346.3427882050853,1,14,307,1,1,3,2,1,48,334,1
45,1,8,5088.6125677053615,2,3,73,0,0,7,2,2,79,41,1
45,1,7,3677.839523745618,1,1,79,0,0,7,1,6,10,202,1
48,0,8,3151.464077157868,2,9,289,0,0,3,1,6,46,233,1
45,0,8,343.0139004499143,2,6,166,1,0,2,3,4,23,253,1
30,3,8,0.0,3,15,277,0,0,5,2,9,52,347,1
62,1,8,1473.153982348989,2,10,208,2,0,8,2,4,50,272,1
46,0,2,102894.98158913932,0,27,86,0,0,4,1,5,45,210,1
